IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2009-066,58.208389,-118.501722,1450000.0000,2009-07-20T00:00:00,2009,"Fire,Release of Substance",Closed,NOVA Gas Transmission Ltd.,Hay River,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,"Maintenance,Tools and Equipment"
INC2009-065,52.75424,-110.74467,Not Applicable,2009-07-16T00:00:00,2009,Fire,Closed,NOVA Gas Transmission Ltd.,Wainwright,Alberta,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Standards and Procedures
INC2009-063,54.09552,-112.31043,Not Provided,2009-07-15T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Smokey Lake,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-060,58.93456,-121.3121,4.0000,2009-07-13T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Corrosion and Cracking,Engineering and Planning
INC2009-058,51.728528,-111.6805,17000.0000,2009-07-05T00:00:00,2009,"Fire,Release of Substance",Closed,NOVA Gas Transmission Ltd.,Hanna,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,External Interference,Maintenance
INC2009-057,45.55865,-73.89602,Not Applicable,2009-07-02T00:00:00,2009,Operation Beyond Design Limits,Closed,Trans-Northern Pipelines Inc.,Saint-Eustache,Quebec,Not applicable,Not applicable,Operation,Yes,Pumping,Equipment Failure,"Engineering and Planning,Standards and Procedures"
INC2009-056,56.4929924,-121.335434,Not Provided,2009-07-01T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Kobes,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Compression,Corrosion and Cracking,"Human Factors,Maintenance"
INC2009-055,44.06958,-77.92945,1.8000,2009-06-29T00:00:00,2009,Release of Substance,Closed,Enbridge Pipelines Inc.,Colborne,Ontario,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2009-054,49.68123,-95.37458,Not Provided,2009-06-28T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,"Compression,Pipeline",Defect and Deterioration,Maintenance
INC2009-053,51.2719,-106.75421,Not Provided,2009-06-22T00:00:00,2009,Release of Substance,Closed,Alliance Pipeline Ltd.,Loreburn,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2009-049,53.63705,-112.01829,Not Provided,2009-06-03T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Standards and Procedures
INC2009-048,55.67738,-112.18288,Not Provided,2009-05-27T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Wandering River,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2009-047,55.56925,-121.94485,Not Applicable,2009-05-24T00:00:00,2009,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Not applicable,Not applicable,Operation,Yes,Processing Plant,Equipment Failure,Maintenance
INC2009-045,51.55484,-107.996,6.3600,2009-05-22T00:00:00,2009,Release of Substance,Closed,Kinder Morgan Cochin ULC,Rosetown,Saskatchewan,Propane,Gas,Operation,Yes,Compression,Defect and Deterioration,Standards and Procedures
INC2009-043,58.65334,-122.68482,Not Applicable,2009-05-15T00:00:00,2009,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Maintenance
INC2009-042,45.31394,-73.48289,Not Provided,2009-05-14T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Not specified,Quebec,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-041,54.93272,-117.25214,Not Provided,2009-05-11T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Valleyview,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2009-040,49.26849,-122.93134,305.0000,2009-05-07T00:00:00,2009,Release of Substance,Closed,Trans Mountain Pipeline ULC,Burnaby,British Columbia,Crude Oil - Sweet,Liquid,Maintenance,No,Not Available,Defect and Deterioration,"Engineering and Planning,Standards and Procedures,Tools and Equipment"
INC2009-039,53.63705,-112.01828,Not Provided,2009-05-07T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Defect and Deterioration,Standards and Procedures
INC2009-037,49.03329,-90.51006,Not Provided,2009-05-01T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Upsala,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Engineering and Planning
INC2009-036,56.14652,-120.66917,Not Provided,2009-04-30T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Processing Plant,"External Interference,Incorrect Operation",Standards and Procedures
INC2009-035,58.65325,-122.68501,0.0040,2009-04-23T00:00:00,2009,"Fire,Release of Substance",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Sulphur,Miscellaneous,Operation,No,Not Available,Defect and Deterioration,Maintenance
INC2009-034,43.35064,-80.1193,Not Provided,2009-04-23T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Hamilton,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2009-032,49.58574,-83.16712,Not Provided,2009-04-08T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Mattice,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Natural Force Damage,Engineering and Planning
INC2009-031,54.97941,-121.06074,Not Provided,2009-04-07T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Tumbler Ridge,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2009-026,57.31724,-120.82153,Not Provided,2009-03-23T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not specified,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Metering,External Interference,Failure in communication
INC2009-024,42.97494,-82.40703,Not Applicable,2009-03-13T00:00:00,2009,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Sarnia,Ontario,Not applicable,Not applicable,Maintenance,No,Not Available,Incorrect Operation,Human Factors
INC2009-021,48.87172,-80.89396,Not Provided,2009-03-10T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Potter,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-019,49.91175,-98.51757,2.5000,2009-03-05T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Portage La Prairie,Manitoba,Lube Oil,Liquid,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-015,56.72686,-121.81832,0.0001,2009-02-20T00:00:00,2009,"Release of Substance,Serious Injury (CER or TSB)",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pigging,"Corrosion and Cracking,Incorrect Operation","Engineering and Planning,Inadequate Supervision"
INC2009-010,43.11368,-79.46307,Not Provided,2009-02-09T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Lincoln,Ontario,Fuel Gas,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-009,50.44344,-104.35655,Not Applicable,2009-02-09T00:00:00,2009,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,White City,Saskatchewan,Not applicable,Not applicable,Construction,No,Not Available,"Equipment Failure,Incorrect Operation","Human Factors,Maintenance,Standards and Procedures"
INC2009-002,43.11405,-79.46307,Not Provided,2009-01-15T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Lincoln,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2008-128,49.76492,-84.91824,Not Provided,2009-01-13T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Hearst,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Engineering and Planning
INC2008-123,53.5474,-113.35571,Not Applicable,2008-12-17T00:00:00,2008,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Construction,Yes,Compression,External Interference,Maintenance
INC2008-121,45.18253,-61.65236,Not Applicable,2008-12-10T00:00:00,2008,Adverse Environmental Effects,Closed,EnCana Corporation,Goldboro,Nova Scotia,Not applicable,Not applicable,Construction,Yes,Pipeline,Equipment Failure,Maintenance
INC2008-120,49.75544,-97.2305,Not Provided,2008-12-09T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Winnipeg,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2008-119,55.032,-123.03098,Not Provided,2008-12-08T00:00:00,2008,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",McLeod Lake,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2008-115,56.63822,-121.65102,Not Applicable,2008-12-02T00:00:00,2008,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Charlie Lake,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,"Maintenance,Standards and Procedures"
INC2008-114,49.68017,-96.64917,Not Provided,2008-12-02T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Winnipeg,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Metering,External Interference,Standards and Procedures
INC2008-113,55.5692,-121.94446,2.0000,2008-12-01T00:00:00,2008,"Adverse Environmental Effects,Release of Substance",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Glycol,Miscellaneous,Operation,No,Not Available,Defect and Deterioration,Standards and Procedures
INC2008-112,55.03189,-123.03117,Not Applicable,2008-11-26T00:00:00,2008,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",McLeod Lake,British Columbia,Not applicable,Not applicable,Maintenance,Yes,Compression,Defect and Deterioration,Maintenance
INC2008-111,55.56932,-121.94466,10.0000,2008-11-26T00:00:00,2008,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Amine,Miscellaneous,Operation,Yes,Processing Plant,Defect and Deterioration,Maintenance
INC2008-110,59.20196,-121.5963,10.0000,2008-11-21T00:00:00,2008,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Condensate,Liquid,Operation,No,Not Available,Incorrect Operation,Inadequate Supervision
INC2008-109,56.14652,-120.66937,0.0050,2008-11-20T00:00:00,2008,"Fire,Release of Substance",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Mixed HVP Hydrocarbons,Gas,Operation,Yes,Processing Plant,Equipment Failure,Maintenance
INC2008-103,49.65789,-96.16268,Not Provided,2008-11-04T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Reynolds,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2008-098,49.91211,-98.51757,Not Provided,2008-10-16T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Portage La Prairie,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Compression,External Interference,Standards and Procedures
INC2008-097,45.33806,-79.24126,Not Applicable,2008-10-07T00:00:00,2008,Fire,Closed,TransCanada PipeLines Limited,Huntsville,Ontario,Not applicable,Not applicable,Operation,Yes,Pipeline,External Interference,Maintenance
INC2008-095,49.68098,-95.37458,Not Provided,2008-09-26T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2008-092,52.83128,-119.2645,Not Applicable,2008-09-16T00:00:00,2008,Serious Injury (CER or TSB),Closed,Trans Mountain Pipeline Inc.,Valemount,British Columbia,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Engineering and Planning,Human Factors,Inadequate Supervision,Tools and Equipment"
INC2008-091,45.1982,-66.6422,Not Applicable,2008-09-16T00:00:00,2008,Serious Injury (CER or TSB),Closed,Emera Brunswick Pipeline Company Ltd.,Pennfield,New Brunswick,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Standards and Procedures
INC2008-087,56.14631,-120.6692,0.1000,2008-09-05T00:00:00,2008,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Butane,Gas,Construction,Yes,Processing Plant,External Interference,Human Factors
INC2008-086,49.85542,-93.36393,Not Provided,2008-08-28T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Vermilion Bay,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Standards and Procedures
INC2008-084,51.10223,-106.35299,Not Applicable,2008-08-26T00:00:00,2008,Fire,Closed,Enbridge Pipelines Inc.,Not specified,Saskatchewan,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,External Interference,Maintenance
INC2008-080,53.024796,-119.151198,Not Applicable,2008-08-15T00:00:00,2008,Serious Injury (CER or TSB),Closed,Trans Mountain Pipeline ULC,Valemount,British Columbia,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,"Human Factors,Maintenance,Standards and Procedures,Tools and Equipment"
INC2008-079,50.539202,-107.30766,0.5000,2008-08-08T00:00:00,2008,Release of Substance,Closed,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Herbert,Saskatchewan,Propane,Gas,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2008-078,49.79469,-85.85655,Not Provided,2008-07-31T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Hearst,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2008-075,53.5416,-113.36454,2.0000,2008-07-23T00:00:00,2008,Release of Substance,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Diesel Fuel,Liquid,Operation,Yes,Storage,Equipment Failure,Standards and Procedures
INC2008-072,49.31834,-102.28983,800.0000,2008-07-18T00:00:00,2008,Release of Substance,Closed,Alliance Pipeline Ltd.,Alameda,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2008-070,50.20731,-101.48747,Not Provided,2008-07-17T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Moosomin,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Human Factors
INC2008-067,53.54745,-113.35577,40.0000,2008-07-06T00:00:00,2008,Release of Substance,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Crude Oil - Synthetic,Liquid,Operation,Yes,Storage,Incorrect Operation,Maintenance
INC2008-063,51.63833,-108.35487,Not Applicable,2008-06-25T00:00:00,2008,Fatality,Closed,Enbridge Pipelines Inc.,Herschel,Saskatchewan,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,"Human Factors,Inadequate Supervision,Standards and Procedures"
INC2008-062,49.28795,-115.83383,Not Applicable,2008-06-24T00:00:00,2008,Fire,Closed,TransCanada PipeLines Limited,Moyie,British Columbia,Not applicable,Not applicable,Operation,Yes,Compression,External Interference,Standards and Procedures
INC2008-060,49.91204,-98.51757,Not Provided,2008-06-12T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Portage La Prairie,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2008-058,45.21594,-66.71029,Not Applicable,2008-06-09T00:00:00,2008,Adverse Environmental Effects,Closed,Emera Brunswick Pipeline Company Ltd.,Not specified,New Brunswick,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,Equipment Failure,Maintenance
INC2008-057,43.87378,-79.57985,270.0000,2008-06-06T00:00:00,2008,Release of Substance,Closed,TransCanada PipeLines Limited,Maple,Ontario,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Standards and Procedures
INC2008-056,53.5431,-113.35401,8.0000,2008-06-05T00:00:00,2008,Release of Substance,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Crude Oil - Sweet,Liquid,Operation,Yes,Storage,Equipment Failure,Maintenance
INC2008-055,56.47564,-120.37265,Not Applicable,2008-05-31T00:00:00,2008,Adverse Environmental Effects,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort St. John,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Maintenance
INC2008-052,49.00106,-97.05547,Not Applicable,2008-05-21T00:00:00,2008,Fire,Closed,TransCanada PipeLines Limited,Emerson,Manitoba,Not applicable,Not applicable,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2008-048,50.48386,-104.61447,7.0000,2008-05-12T00:00:00,2008,Release of Substance,Closed,Enbridge Pipelines Inc.,Regina,Saskatchewan,Crude Oil - Sweet,Liquid,Operation,Yes,Metering,Equipment Failure,"Engineering and Planning,Maintenance"
INC2008-045,51.63826,-108.3544,9.4000,2008-05-06T00:00:00,2008,Release of Substance,Closed,Enbridge Pipelines Inc.,Herschel,Saskatchewan,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,Defect and Deterioration,Standards and Procedures
