Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2010-121,54.83012222,-118.6471944,Non fourni,2010-11-01T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-119,50.67645278,-109.9787222,11000.0000,2010-10-28T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Burstall,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,"Ingénierie et planification,Outils et équipement"
INC2010-118,49.79171111,-94.4943138,Sans objet,2010-10-27T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Kenora,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Défaillance d’équipement,Interférences extérieures,Erreur d’exploitation","Entretien,Forces de la nature ou environnement"
INC2010-116,46.43231389,-79.4676583,Non fourni,2010-10-21T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,North Bay,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2010-114,42.83421028,-80.0417111,17.5000,2010-10-15T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Haldimand,Ontario,Pétrole brut non sulfureux,Liquide,Exploitation,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2010-113,56.63939722,-121.6420556,Sans objet,2010-10-14T00:00:00,"Explosion,Incendie",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort St. John,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,Yes,Raclage,Interférences extérieures,Outils et équipement
INC2010-112,50.53819444,-107.3048333,Non fourni,2010-10-07T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines (Saskatchewan) Ltd.,Monchy,Saskatchewan,Gaz combustible,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Facteurs humains
INC2010-111,54.0923,-116.62298,Non fourni,2010-10-07T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2010-110,46.37985,-79.46885,Non fourni,2010-10-06T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,North Bay,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2010-107,49.98,-109.12,Non fourni,2010-10-01T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines Ltd.,Piapot,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-106,49.73149,-87.06539,Non fourni,2010-09-30T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Geraldton,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-105,55.77705,-119.36823,Non fourni,2010-09-29T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Spirit River,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Normes et procédures
INC2010-104,50.04984,-112.53824,Non fourni,2010-09-23T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Enchant,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,"Facteurs humains,Forces de la nature ou environnement"
INC2010-103,45.129046,-66.831379,14.2000,2010-09-22T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint George,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2010-102,53.54740278,-113.3556944,Sans objet,2010-09-21T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-101,49.42185,-101.87015,Non fourni,2010-09-20T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Alida,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Problème de communication,Supervision insuffisante"
INC2010-098,57.18167,-118.19522,Non fourni,2010-09-11T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Normes et procédures
INC2010-097,54.31015,-115.68078,Non fourni,2010-09-08T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,Whitecourt,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Défaillance d’équipement",Ingénierie et planification
INC2010-096,51.50897,-113.86985,3.0000,2010-09-07T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Carstairs,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2010-092,44.00638,-78.19719,Non fourni,2010-08-25T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Cobourg,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2010-091,45.140221,-74.562991,25.1000,2010-08-23T00:00:00,Déversement de substance,Fermé,Trans-Northern Pipelines Inc.,Williamstown,Ontario,Essence,Liquide,Exploitation,Yes,Pipeline,Erreur d’exploitation,"Ingénierie et planification,Entretien"
INC2010-090,51.32247,-113.38195,Non fourni,2010-08-18T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Beiseker,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Interférences extérieures","Approvisionnement inadéquat,Entretien"
INC2010-089,54.83026,-118.64722,Non fourni,2010-08-16T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Ingénierie et planification
INC2010-084,45.26269,-65.98211,Non fourni,2010-08-03T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Défaillance d’équipement",Ingénierie et planification
INC2010-079,43.87391,-79.57983,100.0000,2010-07-25T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Maple Creek,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,"Défectuosité et détérioration,Défaillance d’équipement,Erreur d’exploitation","Ingénierie et planification,Entretien"
INC2010-074,48.94621,-80.99467,3300.0000,2010-07-15T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Cochrane,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-073,45.625209,-73.543389,Non fourni,2010-07-14T00:00:00,Déversement de substance,Fermé,Trans-Northern Pipelines Inc.,Montreal,Québec,Carburant aviation,Liquide,Exploitation,Yes,Pipeline,"Corrosion et fissuration,Erreur d’exploitation",Normes et procédures
INC2010-066,53.16727,-112.15003,0.5000,2010-07-08T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Forces de la nature ou environnement
INC2010-063,54.28494,-122.61215,Sans objet,2010-06-24T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Prince George,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Interférences extérieures,Entretien
INC2010-062,54.1326,-115.2362,Non fourni,2010-06-24T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Whitecourt,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Usine de traitement,Défectuosité et détérioration,Entretien
INC2010-061,52.13984,-109.80493,25.0000,2010-06-22T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Cactus Lake,Saskatchewan,Pétrole brut sulfureux,Liquide,Exploitation,Yes,Raclage,Défaillance d’équipement,Supervision insuffisante
INC2010-060,50.28617,-102.95153,100.0000,2010-06-22T00:00:00,"Incendie,Déversement de substance",Fermé,TransCanada PipeLines Limited,Grenfell,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Construction,No,Non disponible,Interférences extérieures,Facteurs humains
INC2010-059,45.30724,-66.04254,Non fourni,2010-06-18T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pompage,Erreur d’exploitation,Ingénierie et planification
INC2010-058,54.83027,-118.64709,Non fourni,2010-06-16T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Ingénierie et planification
INC2010-057,50.65773,-109.53719,Non fourni,2010-06-17T00:00:00,Déversement de substance,Fermé,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Not specified,Saskatchewan,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,Entretien
INC2010-055,54.093481,-116.62138,0.1000,2010-06-03T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2010-054,50.57578,-108.36036,Non fourni,2010-05-28T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Pennant,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Défectuosité et détérioration,Normes et procédures
INC2010-053,50.69805,-111.53063,Non fourni,2010-05-27T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Brooks,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Usine de traitement,Défectuosité et détérioration,"Ingénierie et planification,Entretien"
INC2010-052,50.04165,-99.66005,Non fourni,2010-05-25T00:00:00,Déversement de substance,Fermé,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Brandon,Manitoba,Propane,Gaz,Entretien,No,Non disponible,Défectuosité et détérioration,Entretien
INC2010-051,57.19361,-118.20534,1.0000,2010-05-22T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Manning,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2010-050,51.943585,-114.736419,Sans objet,2010-05-11T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Sundre,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,"Erreur d’exploitation,Autres causes",Ingénierie et planification
INC2010-048,44.04719,-78.00847,Sans objet,2010-05-05T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Cobourg,Ontario,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Interférences extérieures,"Entretien,Normes et procédures,Outils et équipement"
INC2010-047,48.64904,-80.69866,Non fourni,2010-05-05T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Not specified,Ontario,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Corrosion et fissuration,"Ingénierie et planification,Entretien"
INC2010-045,43.18849,-79.8485,100.0000,2010-04-21T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Ancaster,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-044,55.56882,-121.94466,Non fourni,2010-04-21T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,Yes,Usine de traitement,Défaillance d’équipement,Normes et procédures
INC2010-042,50.48051,-105.86728,Non fourni,2010-04-12T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Caronport,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-041,57.19166,-118.1942,Sans objet,2010-03-27T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Manning,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-040,53.54756,-113.35559,Sans objet,2010-03-26T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Défaillance d’équipement,"Supervision insuffisante,Normes et procédures"
INC2010-034,43.406148,-79.735605,90.0000,2010-03-16T00:00:00,Déversement de substance,Fermé,Trans-Northern Pipelines Inc.,Oakville,Ontario,Essence,Liquide,Exploitation,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2010-033,52.75419,-114.11969,Non fourni,2010-03-12T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Entretien
INC2010-032,54.34669,-116.87305,Non fourni,2010-03-03T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2010-029,45.624393,-73.639169,30.0000,2010-02-27T00:00:00,Déversement de substance,Fermé,Trans-Northern Pipelines Inc.,Laval,Québec,Essence,Liquide,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2010-028,53.54457,-113.35511,150.0000,2010-02-26T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,Pétrole brut non sulfureux,Liquide,Exploitation,Yes,Pompage,Défectuosité et détérioration,Entretien
INC2010-025,44.68365,-75.62111,51.4000,2010-02-20T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Belleville,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2010-024,55.64998,-122.20708,Sans objet,2010-02-19T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-022,56.14669,-120.66454,0.2500,2010-02-16T00:00:00,Déversement de substance,Fermé,Provident Energy Pipeline Inc.,Taylor,Colombie-Britannique,Mélange d'hydrocarbures à HPV,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Ingénierie et planification
INC2010-021,54.95425,-119.19227,Non fourni,2010-02-12T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grovedale,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Ingénierie et planification
INC2010-019,45.18676,-66.54595,300.0000,2010-02-12T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,New River Beach,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2010-018,55.04188,-121.01874,Non fourni,2010-02-09T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Tumbler Ridge,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Raclage,Défaillance d’équipement,"Ingénierie et planification,Entretien"
INC2010-016,54.83034,-118.64722,Non fourni,2010-02-08T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2010-014,52.64172,-111.27087,Sans objet,2010-02-01T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2010-013,52.09768,-110.69846,Sans objet,2010-02-01T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Problème de communication"
INC2010-012,55.88802,-112.12314,Non fourni,2010-01-31T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Not specified,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,Entretien
INC2010-009,43.46745,-79.68767,Sans objet,2010-01-27T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Trans-Northern Pipelines Inc.,Oakville,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Défaillance d’équipement,Interférences extérieures","Ingénierie et planification,Forces de la nature ou environnement,Normes et procédures"
INC2010-006,44.23202,-77.23148,Sans objet,2010-01-18T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Belleville,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défectuosité et détérioration,Entretien
INC2010-005,57.503,-116.45,Sans objet,2010-01-16T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,High Level,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
