Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Pipeline Phase,Approximate Volume Released (m³),Substance,Release Type,Year,WhatHappened,WhyItHappened,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2017-044,Fire,3/22/2017,Bonanza,Alberta,NOVA Gas Transmission Ltd.,Closed,56.38,-119.92,Construction,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Incorrect Operation",Human Factors,1,
INC2017-045,Fire,3/22/2017,High Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,56.933508,-115.228594,Construction,Not Applicable,Not Applicable,Not Applicable,2017,Incorrect Operation,Human Factors,0,
INC2017-046,Fire,3/27/2017,"Vaughan, ON",Ontario,TransCanada PipeLines Limited,Closed,43.860643,-79.66837,Construction,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Incorrect Operation","Maintenance,Tools and Equipment",1,
INC2017-047,Fire,3/30/2017,"Bonanza, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,55.9663241,-119.5976752,Construction,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Incorrect Operation",Human Factors,1,
INC2017-048,Operation Beyond Design Limits,3/30/2017,"Endiang, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,51.35976855,-111.7425453,Operation,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Tools and Equipment,1,
INC2017-049,Fire,4/4/2017,"Athabasca,AB",Alberta,NOVA Gas Transmission Ltd.,Closed,56.17861,-112.842775,Construction,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Incorrect Operation",Maintenance,1,
INC2017-050,Fire,4/6/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14410425,-120.6639331,Operation,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Natural or Environmental Forces,0,Pipeline
INC2017-051,Release of Substance,4/8/2017,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,58.65432778,-122.6855556,Operation,3,Contaminated Water,Miscellaneous,2017,"External Interference,Incorrect Operation","Human Factors,Standards and Procedures",0,
INC2017-052,Release of Substance,4/9/2017,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.57343158,-121.9438193,Operation,7327,Natural Gas - Sour,Gas,2017,Corrosion & Cracking,Maintenance,1,Pipeline
INC2017-053,Release of Substance,4/15/2017,"Patricia, Alberta ",Alberta,NOVA Gas Transmission Ltd.,Closed,50.69834843,-111.5306333,Operation,1.75,Lube Oil,Liquid,2017,"Corrosion & Cracking,Incorrect Operation",Engineering and Planning,1,
INC2017-054,Release of Substance,4/19/2017,Musquash,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.19199,-66.40071,Operation,0.01,Natural Gas - Sweet,Gas,2017,Equipment Failure,"Maintenance,Natural or Environmental Forces",1,
INC2017-056,Explosion,4/30/2017,"Bethune, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Submitted,50.62028,-105.24194,Operation,Not Applicable,Not Applicable,Not Applicable,2017,"Equipment Failure,Incorrect Operation",Human Factors,1,Storage Facility
INC2017-057,Release of Substance,5/2/2017,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,Operation,0.06,Hydrogen Sulphide,Miscellaneous,2017,Corrosion & Cracking,Maintenance,1,Pipeline
INC2017-058,Fire,5/5/2017,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14630285,-120.6691693,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Incorrect Operation,Standards and Procedures,0,
INC2017-059,Operation Beyond Design Limits,5/5/2017,"Smoky Lake , AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.96114,-112.32891,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,1,
INC2017-060,Release of Substance,5/6/2017,Regina,Saskatchewan,Plains Midstream Canada ULC,Submitted,50.37469,-104.70648,Construction,2.5,Propane,Gas,2017,External Interference,"Engineering and Planning,Human Factors,Tools and Equipment",1,Pumping Station
INC2017-061,Operation Beyond Design Limits,5/7/2017,"Hardisty, Alberta",Alberta,TransCanada Keystone Pipeline GP Ltd.,Initially Submitted,52.64363744,-111.2775357,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,1,Pumping Station
INC2017-062,Release of Substance,5/8/2017,Hasler,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,Operation,1,Sulphur,Miscellaneous,2017,Incorrect Operation,Tools and Equipment,1,Pipeline
INC2017-063,Release of Substance,5/9/2017,Hasler ,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,Operation,0.156,Sulphur,Miscellaneous,2017,Corrosion & Cracking,Maintenance,1,Pipeline
INC2017-064,Operation Beyond Design Limits,5/9/2017,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Submitted,58.476667,-118.571167,Operation,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Incorrect Operation",Tools and Equipment,1,Pumping Station
INC2017-066,Operation Beyond Design Limits,5/18/2017,Burlington,Ontario,Enbridge Pipelines Inc.,Submitted,43.33649161,-80.09731313,Operation,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Natural Force Damage",Natural or Environmental Forces,0,Pumping Station
INC2017-067,Release of Substance,5/18/2017,Assiniboia,Saskatchewan,Pembina Prairie Facilities Ltd.,Closed,49.55051633,-106.0029569,Maintenance,0.001,Natural Gas Liquids,Gas,2017,External Interference,Standards and Procedures,1,
INC2017-071,Release of Substance,5/26/2017,Wonowon BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.751823,-121.6811426,Operation,5,Natural Gas - Sour,Gas,2017,Corrosion & Cracking,Maintenance,1,Pumping Station
INC2017-072,Serious Injury (NEB or TSB),5/28/2017,Taylor BC Canada,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,Construction,Not Applicable,Not Applicable,Not Applicable,2017,Other Causes,Human Factors,0,
INC2017-073,Fire,5/29/2017,Wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.2017,-121.585,Operation,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Natural or Environmental Forces,0,
INC2017-075,Release of Substance,6/2/2017,Bruce,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.01993,-112.18718,Operation,1,Natural Gas - Sweet,Gas,2017,To be determined,To be determined,1,
INC2017-076,Release of Substance,6/13/2017,Boisbriand,Quebec,Trans Québec and Maritimes Pipeline Inc.,Submitted,45.603401,-73.861893,Maintenance,1995,Natural Gas - Sweet,Gas,2017,Defect & Deterioration,Engineering and Planning,1,
INC2017-077,Fire,6/13/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,Maintenance,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Natural or Environmental Forces,0,
INC2017-079,Release of Substance,6/19/2017,Grovedale,Alberta,NOVA Gas Transmission Ltd.,Submitted,54.95988,-119.1945,Maintenance,7.5,Natural Gas - Sweet,Gas,2017,Natural Force Damage,Natural or Environmental Forces,1,
INC2017-080,Release of Substance,6/20/2017,Musquash,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Submitted,45.1920299,-66.40157119,Operation,0.01,Natural Gas - Sweet,Gas,2017,Equipment Failure,Natural or Environmental Forces,1,Metering Station
INC2017-081,Release of Substance,6/21/2017,Bear Lake (8km south),British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,54.56227196,-122.6862326,Construction,4.2,Diesel Fuel,Liquid,2017,External Interference,Maintenance,0,
INC2017-082,Operation Beyond Design Limits,6/21/2017,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.54740268,-113.3557137,Construction,Not Applicable,Not Applicable,Not Applicable,2017,Incorrect Operation,Human Factors,1,Pumping Station
INC2017-083,Operation Beyond Design Limits,6/22/2017,Merritt,British Columbia,Trans Mountain Pipeline ULC,Submitted,50.201903,-120.64497,Operation,Not Applicable,Not Applicable,Not Applicable,2017,"External Interference,Natural Force Damage",Natural or Environmental Forces,1,Pumping Station
INC2017-084,Release of Substance,6/22/2017,Sherwood Park AB,Alberta,Enbridge Pipelines Inc.,Submitted,53.543,-113.354,Operation,88,Crude Oil - Synthetic,Liquid,2017,Corrosion & Cracking,Engineering and Planning,1,
INC2017-085,Operation Beyond Design Limits,6/25/2017,Whitby,Ontario,Trans-Northern Pipelines Inc.,Submitted,43.9148,-79.04039,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance,Natural or Environmental Forces",0,Pumping Station
INC2017-086,Operation Beyond Design Limits,6/25/2017,Pickering,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,43.88364,-79.10108,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",0,
INC2017-087,Operation Beyond Design Limits,6/25/2017,Newcastle,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,43.95564,-78.57309,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",0,
INC2017-088,Operation Beyond Design Limits,6/25/2017,Newtonville,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,43.96357,-78.5119,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",0,
INC2017-089,Operation Beyond Design Limits,6/26/2017,Napanee,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,44.23701,-76.85022,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",0,
INC2017-090,Operation Beyond Design Limits,6/26/2017,n/a,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,44.99186,-75.012816,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,1,Pumping Station
INC2017-091,Release of Substance,6/28/2017,"Fox Creek, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,54.04370807,-117.4205423,Operation,2,Natural Gas - Sweet,Gas,2017,Corrosion & Cracking,Tools and Equipment,1,
INC2017-093,Release of Substance,7/6/2017,"Morinville, Alberta",Alberta,Alliance Pipeline Ltd.,Submitted,49.32403226,-102.2963632,Operation,1,Natural Gas - Sweet,Gas,2017,Equipment Failure,Maintenance,1,
INC2017-094,Operation Beyond Design Limits,7/10/2017,"Hanna, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,51.4,-111.79,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-095,Operation Beyond Design Limits,7/10/2017,"Bonanza, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.89250404,-119.7913826,Operation,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Engineering and Planning,0,
INC2017-096,Operation Beyond Design Limits,7/11/2017,Gananoque,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,44.371,-76.203,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",0,
INC2017-097,Operation Beyond Design Limits,7/12/2017,"Twin Butte, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,49.30721239,-114.0149945,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Other Causes,Tools and Equipment,1,Pipeline
INC2017-098,Operation Beyond Design Limits,7/12/2017,Napanee,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,44.236964,-76.849114,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",1,
INC2017-099,Operation Beyond Design Limits,7/12/2017,Brockville,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,44.554447,-75.798016,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",1,
INC2017-100,Fire,7/14/2017,"Patricia, AB",Alberta,Foothills Pipe Lines Ltd.,Initially Submitted,50.697092,-111.489744,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-101,Release of Substance,7/14/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14630285,-120.6691693,Operation,300,Natural Gas - Sour,Gas,2017,Equipment Failure,"Engineering and Planning,Failure in communication,Inadequate Procurement",1,Storage Facility
INC2017-102,Release of Substance,7/18/2017,"Sherwood Park, AB",Alberta,Enbridge Pipelines Inc.,Submitted,53.544231,-113.349269,Operation,12.8,Crude Oil - Synthetic,Liquid,2017,Corrosion & Cracking,Engineering and Planning,1,Pumping Station
INC2017-103,Release of Substance,7/20/2017,"Rapid City, Manitoba",Manitoba,TransCanada PipeLines Limited,Initially Submitted,50.07617,-99.9867,Operation,0.1,Natural Gas - Sweet,Gas,2017,To be determined,To be determined,1,
INC2017-104,Fire,7/21/2017,"Dorion, Ontario",Ontario,TransCanada PipeLines Limited,Initially Submitted,48.8216,-88.52015,Construction,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,1,
INC2017-105,Release of Substance,7/25/2017,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14630285,-120.6691693,Operation,11,Butane,Gas,2017,External Interference,Engineering and Planning,1,Processing Plant
INC2017-110,Release of Substance,7/27/2017,Town of Bethune,Saskatchewan,Enbridge Pipelines Inc.,Submitted,50.62028,-105.24194,Operation,0.001,Natural Gas Liquids,Gas,2017,External Interference,Maintenance,1,Pigging
INC2017-111,Operation Beyond Design Limits,7/31/2017,"Ficko, Ontario",Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,45.235319,-75.534506,Operation,Not Applicable,Not Applicable,Not Applicable,2017,Natural Force Damage,"Engineering and Planning,Maintenance",1,
INC2017-114,Release of Substance,8/10/2017,Redwater,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.057238,-113.219046,Operation,1,Natural Gas - Sweet,Gas,2017,To be determined,To be determined,0,
INC2017-115,Release of Substance,8/11/2017,"Rosemary, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,50.71329,-112.09327,Operation,1,Natural Gas - Sweet,Gas,2017,To be determined,To be determined,0,
INC2017-116,Serious Injury (NEB or TSB),8/15/2017,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,55.749071,-122.2058,Construction,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-117,Fire,8/16/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,56.1695,-120.6575,Construction,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-120,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-121,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-122,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-123,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-124,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-125,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-126,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-127,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
INC2017-128,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Initially Submitted,45.630971,-73.531765,Operation,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,0,
